T/1	Light/1	Pupil/3			PupilUpregulated/3			
363	0.0000	0.0000	0.0000	0.6607	0.0000	0.0000	0.6206	
364	0.0000	0.0000	0.0000	0.6622	0.0000	0.0000	0.6228	
365	0.0000	0.0000	0.0000	0.6638	0.0000	0.0000	0.6251	
366	0.0000	0.0000	0.0000	0.6654	0.0000	0.0000	0.6276	
367	0.0000	0.0000	0.0000	0.6671	0.0000	0.0000	0.6301	
368	0.0000	0.0000	0.0000	0.6689	0.0000	0.0000	0.6327	
369	0.0000	0.0000	0.0000	0.6707	0.0000	0.0000	0.6353	
370	0.0000	0.0000	0.0000	0.6725	0.0000	0.0000	0.6380	
371	0.0000	0.0000	0.0000	0.6743	0.0000	0.0000	0.6408	
372	0.0000	0.0000	0.0000	0.6762	0.0000	0.0000	0.6435	
373	0.0000	0.0000	0.0000	0.6780	0.0000	0.0000	0.6463	
374	0.0000	0.0000	0.0000	0.6799	0.0000	0.0000	0.6490	
375	0.0000	0.0000	0.0000	0.6817	0.0000	0.0000	0.6518	
376	0.0000	0.0000	0.0000	0.6836	0.0000	0.0000	0.6545	
377	0.0000	0.0000	0.0000	0.6854	0.0000	0.0000	0.6573	
378	0.0000	0.0000	0.0000	0.6872	0.0000	0.0000	0.6600	
379	0.0000	0.0000	0.0000	0.6890	0.0000	0.0000	0.6627	
380	0.0000	0.0000	0.0000	0.6908	0.0000	0.0000	0.6653	
381	0.0000	0.0000	0.0000	0.6925	0.0000	0.0000	0.6679	
382	0.0000	0.0000	0.0000	0.6943	0.0000	0.0000	0.6705	
383	0.0000	0.0000	0.0000	0.6959	0.0000	0.0000	0.6730	
384	0.0000	0.0000	0.0000	0.6976	0.0000	0.0000	0.6754	
385	0.0000	0.0000	0.0000	0.6992	0.0000	0.0000	0.6778	
386	0.0000	0.0000	0.0000	0.7008	0.0000	0.0000	0.6802	
387	0.0000	0.0000	0.0000	0.7023	0.0000	0.0000	0.6825	
388	0.0000	0.0000	0.0000	0.7038	0.0000	0.0000	0.6848	
389	0.0000	0.0000	0.0000	0.7053	0.0000	0.0000	0.6869	
390	0.0000	0.0000	0.0000	0.7067	0.0000	0.0000	0.6891	
391	0.0000	0.0000	0.0000	0.7081	0.0000	0.0000	0.6911	
392	0.0000	0.0000	0.0000	0.7095	0.0000	0.0000	0.6931	
393	0.0000	0.0000	0.0000	0.7108	0.0000	0.0000	0.6951	
394	0.0000	0.0000	0.0000	0.7120	0.0000	0.0000	0.6970	
395	0.0000	0.0000	0.0000	0.7132	0.0000	0.0000	0.6988	
396	0.0000	0.0000	0.0000	0.7144	0.0000	0.0000	0.7006	
397	0.0000	0.0000	0.0000	0.7156	0.0000	0.0000	0.7023	
398	0.0000	0.0000	0.0000	0.7167	0.0000	0.0000	0.7040	
399	0.0000	0.0000	0.0000	0.7178	0.0000	0.0000	0.7056	
400	0.0000	0.0000	0.0000	0.7188	0.0000	0.0000	0.7071	
401	0.0000	0.0000	0.0000	0.7198	0.0000	0.0000	0.7086	
402	0.0000	0.0000	0.0000	0.7207	0.0000	0.0000	0.7100	
403	0.0000	0.0000	0.0000	0.7217	0.0000	0.0000	0.7114	
404	0.0000	0.0000	0.0000	0.7226	0.0000	0.0000	0.7127	
405	0.0000	0.0000	0.0000	0.7234	0.0000	0.0000	0.7140	
406	0.0000	0.0000	0.0000	0.7242	0.0000	0.0000	0.7153	
407	0.0000	0.0000	0.0000	0.7250	0.0000	0.0000	0.7164	
408	0.0000	0.0000	0.0000	0.7258	0.0000	0.0000	0.7176	
409	0.0000	0.0000	0.0000	0.7265	0.0000	0.0000	0.7187	
410	0.0000	0.0000	0.0000	0.7272	0.0000	0.0000	0.7197	
411	0.0000	0.0000	0.0000	0.7279	0.0000	0.0000	0.7207	
412	0.0000	0.0000	0.0000	0.7285	0.0000	0.0000	0.7217	
413	0.0000	0.0000	0.0000	0.7291	0.0000	0.0000	0.7226	
414	0.0000	0.0000	0.0000	0.7297	0.0000	0.0000	0.7235	
415	0.0000	0.0000	0.0000	0.7303	0.0000	0.0000	0.7244	
416	0.0000	0.0000	0.0000	0.7309	0.0000	0.0000	0.7252	
417	0.0000	0.0000	0.0000	0.7314	0.0000	0.0000	0.7260	
418	0.0000	0.0000	0.0000	0.7319	0.0000	0.0000	0.7267	
419	0.0000	0.0000	0.0000	0.7323	0.0000	0.0000	0.7274	
420	0.0000	0.0000	0.0000	0.7328	0.0000	0.0000	0.7281	
421	0.0000	0.0000	0.0000	0.7332	0.0000	0.0000	0.7288	
422	0.0000	0.0000	0.0000	0.7337	0.0000	0.0000	0.7294	
423	0.0000	0.0000	0.0000	0.7341	0.0000	0.0000	0.7300	
424	0.0000	0.0000	0.0000	0.7344	0.0000	0.0000	0.7306	
425	0.0000	0.0000	0.0000	0.7348	0.0000	0.0000	0.7311	
426	0.0000	0.0000	0.0000	0.7352	0.0000	0.0000	0.7316	
427	0.0000	0.0000	0.0000	0.7355	0.0000	0.0000	0.7321	
428	0.0000	0.0000	0.0000	0.7358	0.0000	0.0000	0.7326	
429	0.0000	0.0000	0.0000	0.7361	0.0000	0.0000	0.7331	
430	0.0000	0.0000	0.0000	0.7364	0.0000	0.0000	0.7335	
431	0.0000	0.0000	0.0000	0.7367	0.0000	0.0000	0.7339	
432	0.0000	0.0000	0.0000	0.7369	0.0000	0.0000	0.7343	
433	0.0000	0.0000	0.0000	0.7372	0.0000	0.0000	0.7347	
434	0.0000	0.0000	0.0000	0.7374	0.0000	0.0000	0.7350	
435	0.0000	0.0000	0.0000	0.7377	0.0000	0.0000	0.7354	
436	0.0000	0.0000	0.0000	0.7379	0.0000	0.0000	0.7357	
437	0.0000	0.0000	0.0000	0.7381	0.0000	0.0000	0.7360	
438	0.0000	0.0000	0.0000	0.7383	0.0000	0.0000	0.7363	
439	0.0000	0.0000	0.0000	0.7385	0.0000	0.0000	0.7366	
440	0.0000	0.0000	0.0000	0.7387	0.0000	0.0000	0.7369	
441	0.0000	0.0000	0.0000	0.7388	0.0000	0.0000	0.7371	
442	0.0000	0.0000	0.0000	0.7390	0.0000	0.0000	0.7374	
443	0.0000	0.0000	0.0000	0.7391	0.0000	0.0000	0.7376	
444	0.0000	0.0000	0.0000	0.7393	0.0000	0.0000	0.7378	
445	0.0000	0.0000	0.0000	0.7394	0.0000	0.0000	0.7381	
446	0.0000	0.0000	0.0000	0.7396	0.0000	0.0000	0.7383	
447	0.0000	0.0000	0.0000	0.7397	0.0000	0.0000	0.7384	
448	0.0000	0.0000	0.0000	0.7398	0.0000	0.0000	0.7386	
449	0.0000	0.0000	0.0000	0.7399	0.0000	0.0000	0.7388	
450	0.0000	0.0000	0.0000	0.7401	0.0000	0.0000	0.7390	
451	0.0000	0.0000	0.0000	0.7402	0.0000	0.0000	0.7391	
452	0.0000	0.0000	0.0000	0.7403	0.0000	0.0000	0.7393	
453	0.0000	0.0000	0.0000	0.7404	0.0000	0.0000	0.7394	
454	0.0000	0.0000	0.0000	0.7404	0.0000	0.0000	0.7396	
455	0.0000	0.0000	0.0000	0.7405	0.0000	0.0000	0.7397	
456	0.0000	0.0000	0.0000	0.7406	0.0000	0.0000	0.7398	
457	0.0000	0.0000	0.0000	0.7407	0.0000	0.0000	0.7399	
458	0.0000	0.0000	0.0000	0.7408	0.0000	0.0000	0.7400	
459	0.0000	0.0000	0.0000	0.7408	0.0000	0.0000	0.7402	
460	0.0000	0.0000	0.0000	0.7409	0.0000	0.0000	0.7403	
461	0.0000	0.0000	0.0000	0.7410	0.0000	0.0000	0.7404	
462	0.0000	0.0000	0.0000	0.7410	0.0000	0.0000	0.7404	
463	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7405	
464	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7406	
465	0.0000	0.0000	0.0000	0.7412	0.0000	0.0000	0.7407	
466	0.0000	0.0000	0.0000	0.7412	0.0000	0.0000	0.7408	
467	0.0000	0.0000	0.0000	0.7413	0.0000	0.0000	0.7408	
468	0.0000	0.0000	0.0000	0.7413	0.0000	0.0000	0.7409	
469	0.0000	0.0000	0.0000	0.7414	0.0000	0.0000	0.7410	
470	0.0000	0.0000	0.0000	0.7414	0.0000	0.0000	0.7410	
471	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7411	
472	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7411	
473	0.0000	0.0000	0.0000	0.7415	0.0000	0.0000	0.7412	
474	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
475	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
476	0.0000	0.0000	0.0000	0.7416	0.0000	0.0000	0.7413	
477	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
478	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
479	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7415	
480	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7415	
481	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7415	
482	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
483	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
484	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7416	
485	0.0000	0.0000	0.0000	0.7418	0.0000	0.0000	0.7417	
486	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
487	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
488	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7417	
489	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
490	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
491	0.0000	0.0000	0.0000	0.7419	0.0000	0.0000	0.7418	
492	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7418	
493	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7418	
494	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
495	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
496	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
497	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
498	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
499	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
500	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7420	
501	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
502	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
503	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
504	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
505	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
506	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
507	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
508	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7420	
509	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
510	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
511	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
512	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
513	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
514	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
515	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
516	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
517	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
518	0.0000	0.0000	0.0000	0.7421	0.0000	0.0000	0.7421	
519	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
520	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
521	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
522	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
523	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
524	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
525	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
526	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7421	
527	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
528	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
529	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
530	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
531	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
532	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
533	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
534	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
535	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
536	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
537	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
538	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
539	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
540	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
541	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
542	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
543	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
544	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
545	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
546	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
547	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
548	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
549	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
550	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
551	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
552	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
553	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
554	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
555	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
556	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
557	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
558	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
559	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
560	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
561	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
562	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
563	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
564	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
565	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
566	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
567	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
568	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
569	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
570	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
571	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
572	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
573	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
574	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
575	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
576	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
577	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
578	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
579	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
580	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
581	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
582	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
583	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
584	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
585	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
586	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
587	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
588	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
589	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
590	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
591	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
592	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
593	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
594	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
595	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
596	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
597	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
598	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
599	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
600	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
601	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
602	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
603	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
604	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
605	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
606	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
607	1.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
608	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
609	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
610	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
611	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
612	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
613	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
614	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
615	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
616	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
617	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
618	0.0000	0.0000	0.0000	0.7422	0.0000	0.0000	0.7422	
619	0.0000	0.0000	0.0000	0.7420	0.0000	0.0000	0.7419	
620	0.0000	0.0000	0.0000	0.7417	0.0000	0.0000	0.7414	
621	0.0000	0.0000	0.0000	0.7411	0.0000	0.0000	0.7405	
622	0.0000	0.0000	0.0000	0.7401	0.0000	0.0000	0.7390	
623	0.0000	0.0000	0.0000	0.7386	0.0000	0.0000	0.7368	
624	0.0000	0.0000	0.0000	0.7367	0.0000	0.0000	0.7339	
625	0.0000	0.0000	0.0000	0.7343	0.0000	0.0000	0.7303	
626	0.0000	0.0000	0.0000	0.7314	0.0000	0.0000	0.7260	
627	0.0000	0.0000	0.0000	0.7281	0.0000	0.0000	0.7210	
628	0.0000	0.0000	0.0000	0.7244	0.0000	0.0000	0.7155	
629	0.0000	0.0000	0.0000	0.7204	0.0000	0.0000	0.7096	
630	0.0000	0.0000	0.0000	0.7162	0.0000	0.0000	0.7033	
631	0.0000	0.0000	0.0000	0.7119	0.0000	0.0000	0.6968	
632	0.0000	0.0000	0.0000	0.7074	0.0000	0.0000	0.6901	
633	0.0000	0.0000	0.0000	0.7029	0.0000	0.0000	0.6834	
634	0.0000	0.0000	0.0000	0.6984	0.0000	0.0000	0.6766	
635	0.0000	0.0000	0.0000	0.6939	0.0000	0.0000	0.6700	
636	0.0000	0.0000	0.0000	0.6896	0.0000	0.0000	0.6636	
637	0.0000	0.0000	0.0000	0.6854	0.0000	0.0000	0.6573	
638	0.0000	0.0000	0.0000	0.6814	0.0000	0.0000	0.6514	
639	0.0000	0.0000	0.0000	0.6776	0.0000	0.0000	0.6458	
640	0.0000	0.0000	0.0000	0.6740	0.0000	0.0000	0.6405	
641	0.0000	0.0000	0.0000	0.6707	0.0000	0.0000	0.6356	
642	0.0000	0.0000	0.0000	0.6677	0.0000	0.0000	0.6311	
643	0.0000	0.0000	0.0000	0.6649	0.0000	0.0000	0.6270	
644	0.0000	0.0000	0.0000	0.6624	0.0000	0.0000	0.6233	
645	0.0000	0.0000	0.0000	0.6602	0.0000	0.0000	0.6200	
646	0.0000	0.0000	0.0000	0.6583	0.0000	0.0000	0.6172	
647	0.0000	0.0000	0.0000	0.6567	0.0000	0.0000	0.6148	
648	0.0000	0.0000	0.0000	0.6553	0.0000	0.0000	0.6127	
649	0.0000	0.0000	0.0000	0.6542	0.0000	0.0000	0.6111	
650	0.0000	0.0000	0.0000	0.6534	0.0000	0.0000	0.6099	
651	0.0000	0.0000	0.0000	0.6528	0.0000	0.0000	0.6090	
652	0.0000	0.0000	0.0000	0.6525	0.0000	0.0000	0.6085	
653	0.0000	0.0000	0.0000	0.6524	0.0000	0.0000	0.6083	
654	0.0000	0.0000	0.0000	0.6525	0.0000	0.0000	0.6084	
655	0.0000	0.0000	0.0000	0.6527	0.0000	0.0000	0.6089	
656	0.0000	0.0000	0.0000	0.6532	0.0000	0.0000	0.6096	
657	0.0000	0.0000	0.0000	0.6539	0.0000	0.0000	0.6105	
658	0.0000	0.0000	0.0000	0.6547	0.0000	0.0000	0.6117	
659	0.0000	0.0000	0.0000	0.6557	0.0000	0.0000	0.6131	
660	0.0000	0.0000	0.0000	0.6567	0.0000	0.0000	0.6147	
661	0.0000	0.0000	0.0000	0.6580	0.0000	0.0000	0.6165	
662	0.0000	0.0000	0.0000	0.6593	0.0000	0.0000	0.6185	
663	0.0000	0.0000	0.0000	0.6607	0.0000	0.0000	0.6206	
664	0.0000	0.0000	0.0000	0.6622	0.0000	0.0000	0.6228	
665	0.0000	0.0000	0.0000	0.6638	0.0000	0.0000	0.6251	
666	0.0000	0.0000	0.0000	0.6654	0.0000	0.0000	0.6276	
667	0.0000	0.0000	0.0000	0.6671	0.0000	0.0000	0.6301	
668	0.0000	0.0000	0.0000	0.6689	0.0000	0.0000	0.6327	
669	0.0000	0.0000	0.0000	0.6707	0.0000	0.0000	0.6353	
670	0.0000	0.0000	0.0000	0.6725	0.0000	0.0000	0.6380	
671	0.0000	0.0000	0.0000	0.6743	0.0000	0.0000	0.6408	
672	0.0000	0.0000	0.0000	0.6762	0.0000	0.0000	0.6435	
673	0.0000	0.0000	0.0000	0.6780	0.0000	0.0000	0.6463	
674	0.0000	0.0000	0.0000	0.6799	0.0000	0.0000	0.6490	
675	0.0000	0.0000	0.0000	0.6817	0.0000	0.0000	0.6518	
676	0.0000	0.0000	0.0000	0.6836	0.0000	0.0000	0.6545	
677	0.0000	0.0000	0.0000	0.6854	0.0000	0.0000	0.6573	
678	0.0000	0.0000	0.0000	0.6872	0.0000	0.0000	0.6600	
679	0.0000	0.0000	0.0000	0.6890	0.0000	0.0000	0.6627	
680	0.0000	0.0000	0.0000	0.6908	0.0000	0.0000	0.6653	
681	0.0000	0.0000	0.0000	0.6925	0.0000	0.0000	0.6679	
682	0.0000	0.0000	0.0000	0.6943	0.0000	0.0000	0.6705	
683	0.0000	0.0000	0.0000	0.6959	0.0000	0.0000	0.6730	
684	0.0000	0.0000	0.0000	0.6976	0.0000	0.0000	0.6754	
685	0.0000	0.0000	0.0000	0.6992	0.0000	0.0000	0.6778	
686	0.0000	0.0000	0.0000	0.7008	0.0000	0.0000	0.6802	
687	0.0000	0.0000	0.0000	0.7023	0.0000	0.0000	0.6825	
688	0.0000	0.0000	0.0000	0.7038	0.0000	0.0000	0.6848	
689	0.0000	0.0000	0.0000	0.7053	0.0000	0.0000	0.6869	
690	0.0000	0.0000	0.0000	0.7067	0.0000	0.0000	0.6891	
691	0.0000	0.0000	0.0000	0.7081	0.0000	0.0000	0.6911	
692	0.0000	0.0000	0.0000	0.7095	0.0000	0.0000	0.6931	
693	0.0000	0.0000	0.0000	0.7108	0.0000	0.0000	0.6951	
694	0.0000	0.0000	0.0000	0.7120	0.0000	0.0000	0.6970	
695	0.0000	0.0000	0.0000	0.7132	0.0000	0.0000	0.6988	
696	0.0000	0.0000	0.0000	0.7144	0.0000	0.0000	0.7006	
697	0.0000	0.0000	0.0000	0.7156	0.0000	0.0000	0.7023	
698	0.0000	0.0000	0.0000	0.7167	0.0000	0.0000	0.7040	
699	0.0000	0.0000	0.0000	0.7178	0.0000	0.0000	0.7056	
700	0.0000	0.0000	0.0000	0.7188	0.0000	0.0000	0.7071	
701	0.0000	0.0000	0.0000	0.7198	0.0000	0.0000	0.7086	
702	0.0000	0.0000	0.0000	0.7207	0.0000	0.0000	0.7100	
703	0.0000	0.0000	0.0000	0.7217	0.0000	0.0000	0.7114	
704	0.0000	0.0000	0.0000	0.7226	0.0000	0.0000	0.7127	
705	0.0000	0.0000	0.0000	0.7234	0.0000	0.0000	0.7140	
706	0.0000	0.0000	0.0000	0.7242	0.0000	0.0000	0.7153	
707	0.0000	0.0000	0.0000	0.7250	0.0000	0.0000	0.7164	
708	0.0000	0.0000	0.0000	0.7258	0.0000	0.0000	0.7176	
709	0.0000	0.0000	0.0000	0.7265	0.0000	0.0000	0.7187	
710	0.0000	0.0000	0.0000	0.7272	0.0000	0.0000	0.7197	
711	0.0000	0.0000	0.0000	0.7279	0.0000	0.0000	0.7207	
712	0.0000	0.0000	0.0000	0.7285	0.0000	0.0000	0.7217	
713	0.0000	0.0000	0.0000	0.7291	0.0000	0.0000	0.7226	
714	0.0000	0.0000	0.0000	0.7297	0.0000	0.0000	0.7235	
715	0.0000	0.0000	0.0000	0.7303	0.0000	0.0000	0.7244	
716	0.0000	0.0000	0.0000	0.7309	0.0000	0.0000	0.7252	
717	0.0000	0.0000	0.0000	0.7314	0.0000	0.0000	0.7260	
718	0.0000	0.0000	0.0000	0.7319	0.0000	0.0000	0.7267	
719	0.0000	0.0000	0.0000	0.7323	0.0000	0.0000	0.7274	
720	0.0000	0.0000	0.0000	0.7328	0.0000	0.0000	0.7281	
721	0.0000	0.0000	0.0000	0.7332	0.0000	0.0000	0.7288	
722	0.0000	0.0000	0.0000	0.7337	0.0000	0.0000	0.7294	
723	0.0000	0.0000	0.0000	0.7341	0.0000	0.0000	0.7300	
724	0.0000	0.0000	0.0000	0.7344	0.0000	0.0000	0.7306	
725	0.0000	0.0000	0.0000	0.7348	0.0000	0.0000	0.7311	
726	0.0000	0.0000	0.0000	0.7352	0.0000	0.0000	0.7316	
727	0.0000	0.0000	0.0000	0.7355	0.0000	0.0000	0.7321	
728	0.0000	0.0000	0.0000	0.7358	0.0000	0.0000	0.7326	
729	0.0000	0.0000	0.0000	0.7361	0.0000	0.0000	0.7331	
